node_1|node_2|edge|chunk_id|node_3|node_4|level
withdrawal|distribution, display and offer of an ai system|Preventing distribution, display and offer of an AI system falls under the measure aimed at preventing it.|7a694c19bf51431caff88bc19aec2120|||
performance|intended purpose|The ability of an AI system to achieve its intended purpose is called its performance.|7a694c19bf51431caff88bc19aec2120|||
notifying authority|national authority|The national authority responsible for setting up and carrying out the necessary procedures for the assessment, designation and notification of conformity assessment bodies is known as the notifying authority.|7a694c19bf51431caff88bc19aec2120|||
conformity assessment|requirements set out in title iii, chapter 2 of this regulation relating to an ai system|The process of verifying whether the requirements related to an AI system have been fulfilled is called conformity assessment.|7a694c19bf51431caff88bc19aec2120|||
conformity assessment body|third-party conformity assessment activities|A body that performs third-party conformity assessment activities, including testing, certification and inspection is called a conformity assessment body.|7a694c19bf51431caff88bc19aec2120|||
assessment activities|testing|Assessment activities include testing, which is a conformity assessment activity as per this Regulation and other relevant Union harmonisation legislation.|75cfb37ded954a7ea08451d754c73cb2|||
assessment activities|certification|Assessment activities include certification, which is a conformity assessment activity as per this Regulation and other relevant Union harmonisation legislation.|75cfb37ded954a7ea08451d754c73cb2|||
assessment activities|inspection|Assessment activities include inspection, which is a conformity assessment activity as per this Regulation and other relevant Union harmonisation legislation.|75cfb37ded954a7ea08451d754c73cb2|||
notified body|conformity assessment body|A notified body is a conformity assessment body designated in accordance with this Regulation and other relevant Union harmonisation legislation.|75cfb37ded954a7ea08451d754c73cb2|||
substantial modification|compliance of the ai system with the requirements set out in title iii, chapter 2 of this regulation|A substantial modification affects the compliance of the AI system with the requirements set out in Title III, Chapter 2 of this Regulation.|75cfb37ded954a7ea08451d754c73cb2|||
substantial modification|intended purpose for which the ai system has been assessed|A substantial modification results in a modification to the intended purpose for which the AI system has been assessed.|75cfb37ded954a7ea08451d754c73cb2|||
ce marking of conformity|provider|The CE marking of conformity indicates that an AI system is in conformity with the requirements set out in Title III, Chapter 2 of this Regulation and other applicable Union legislation harmonising the conditions for the marketing of products (`Union harmonisation legislation') providing for its affixing.|75cfb37ded954a7ea08451d754c73cb2|||
post-market monitoring|provider|Providers of AI systems carry out post-market monitoring to proactively collect and review experience gained from the use of AI systems they place on the market or put into service for the purpose of identifying any need to immediately apply any necessary corrective or preventive actions.|75cfb37ded954a7ea08451d754c73cb2|||
market surveillance authority|national authority|The market surveillance authority is the national authority carrying out the activities and taking the measures pursuant to Regulation (EU) 2019/1020.|75cfb37ded954a7ea08451d754c73cb2|||
activities and taking the measures pursuant to regulation (eu) 2019/1020|harmonised standard|Regulation (EU) 2019/1020 specifies activities and taking measures, which involve the use of harmonised standards as defined in Article 2(1)(c) of Regulation (EU) No 1025/2012.|6ac9262ea391463a9fc90e557fae4907|||
harmonised standard|common specifications|A harmonised standard is a type of European standard that can be used to meet the requirements and obligations established under this Regulation, which may also be documented in common specifications.|6ac9262ea391463a9fc90e557fae4907|||
training data|ai system|Training data is used for training an AI system by fitting its learnable parameters, including the weights of a neural network.|6ac9262ea391463a9fc90e557fae4907|||
validation data|trained ai system|Validation data is used to provide an evaluation of the trained AI system and for tuning its non-learnable parameters and its learning process to prevent overfitting.|6ac9262ea391463a9fc90e557fae4907|||
testing data|trained and validated ai system|Testing data is used to provide an independent evaluation of the trained and validated AI system before its placement on the market or putting into service to confirm expected performance.|6ac9262ea391463a9fc90e557fae4907|||
input data|ai system|Input data is provided to, or directly acquired by, an AI system based on which it produces an output.|6ac9262ea391463a9fc90e557fae4907|||
biometric data|personal data|Biometric data is a type of personal data resulting from specific technical processing.|6ac9262ea391463a9fc90e557fae4907|||
output|system|The system produces an output.|017158f87beb4ca4a558c51d2afbae50|||
biometric data|natural person|Biometric data results from specific technical processing relating to the physical, physiological or behavioural characteristics of a natural person.|017158f87beb4ca4a558c51d2afbae50|||
emotion recognition system|biometric data|An AI system for the purpose of identifying or inferring emotions or intentions of natural persons on the basis of their biometric data.|017158f87beb4ca4a558c51d2afbae50|||
biometric categorisation system|natural person|An AI system for the purpose of assigning natural persons to specific categories on the basis of their biometric data.|017158f87beb4ca4a558c51d2afbae50|||
remote biometric identification system|natural person|An AI system for the purpose of identifying natural persons at a distance through the comparison of a person's biometric data with the biometric data contained in a reference database, and without prior knowledge of the user of the AI system whether the person will be present and can be identified.|017158f87beb4ca4a558c51d2afbae50|||
real-time remote biometric identification system|remote biometric identification system|The capturing of biometric data, the comparison and the identification all occur without a significant delay. This comprises not only instant identification, but also limited short delays in order to avoid circumvention.|017158f87beb4ca4a558c51d2afbae50|||
law enforcement|publicly accessible space|Law enforcement authorities carry out activities for the prevention, investigation, detection or prosecution of criminal offences and the execution of criminal penalties in publicly accessible spaces to safeguard against and prevent threats to public security.|182e91c06b0941acb48d879d4e121a40|||
law enforcement|law enforcement authority|Law enforcement authorities include public authorities competent for the prevention, investigation, detection or prosecution of criminal offences or the execution of criminal penalties, as well as other bodies or entities entrusted by Member State law to exercise public authority and public powers for these purposes.|182e91c06b0941acb48d879d4e121a40|||
post' remote biometric identification system|real-time' remote biometric identification system|A `post' remote biometric identification system is a type of remote biometric identification system that allows for instant identification, while a `real-time' remote biometric identification system provides limited short delays to avoid circumvention.|182e91c06b0941acb48d879d4e121a40|||
subliminal techniques beyond a person's consciousness|physical or psychological harm|deploys subliminal techniques beyond a person's consciousness in order to materially distort a person's behaviour in a manner that causes or is likely to cause that person or another person physical or psychological harm|cbc9e2a3d2ec437eb4bd4357261daff2|||
specific group of persons|physical or psychological harm|exploits any of the vulnerabilities of a specific group of persons due to their age, physical or mental disability, in order to materially distort the behaviour of a person pertaining to that group in a manner that causes or is likely to cause that person or another person physical or psychological harm|cbc9e2a3d2ec437eb4bd4357261daff2|||
social behaviour|trustworthiness of natural persons|AI systems by public authorities or on their behalf for the evaluation or classification of the trustworthiness of natural persons over a certain period of time based on their social behaviour|cbc9e2a3d2ec437eb4bd4357261daff2|||
social contexts|detrimental or unfavourable treatment|leading to either or both of the following: (i) detrimental or unfavourable treatment of certain natural persons or whole groups thereof in social contexts which are unrelated to the contexts in which the data was originally generated or collected;|cbc9e2a3d2ec437eb4bd4357261daff2|||
unrelated social contexts|data originally generated or collected|groups thereof are being extracted from social contexts that are not related to the original data contexts.|936e0c117cf74b958b1177d3c90ff7d0|||
unjustified or disproportionate treatment|social behavior or its gravity|is being inflicted on natural persons or whole groups thereof in unrelated social contexts.|936e0c117cf74b958b1177d3c90ff7d0|||
real-time remote biometric identification systems|publicly accessible spaces for the purpose of law enforcement|are being used, unless it is strictly necessary for specific objectives such as searching for potential victims, preventing a specific threat or detecting criminals punishable by custodial sentences.|936e0c117cf74b958b1177d3c90ff7d0|||
real-time remote biometric identification systems|law enforcement|The use of 'real-time' remote biometric identification systems in publicly accessible spaces for the purpose of law enforcement is mentioned.|e35a1fe360e74261b7d1d008763566c9|||
harm caused|use of system|The nature of the situation giving rise to the possible use, in particular the seriousness, probability and scale of the harm caused in the absence of the use of the system is considered.|e35a1fe360e74261b7d1d008763566c9|||
rights and freedoms|use of system|The consequences of the use of the system for the rights and freedoms of all persons concerned, in particular the seriousness, probability and scale of those consequences is considered.|e35a1fe360e74261b7d1d008763566c9|||
judicial authority|use of system|Each individual use for the purpose of law enforcement of a 'real-time' remote biometric identification system in publicly accessible spaces shall be subject to a prior authorisation granted by a judicial authority or by an independent administrative authority of the Member State in which the use is to take place.|e35a1fe360e74261b7d1d008763566c9|||
reasoned request|use of system|Each individual use for the purpose of law enforcement of a 'real-time' remote biometric identification system in publicly accessible spaces shall be subject to a prior authorisation granted by a judicial authority or by an independent administrative authority of the Member State in which the use is to take place, issued upon a reasoned request.|e35a1fe360e74261b7d1d008763566c9|||
national law|use of system|Each individual use for the purpose of law enforcement of a 'real-time' remote biometric identification system in publicly accessible spaces shall be subject to a prior authorisation granted by a judicial authority or by an independent administrative authority of the Member State in which the use is to take place, issued upon a reasoned request and in accordance with the detailed rules of national law referred to in paragraph 4.|e35a1fe360e74261b7d1d008763566c9|||
urgency|use of system|In a duly justified situation of urgency, the use of the system may be commenced without an authorisation granted by a judicial authority or by an independent administrative authority of the Member State in which the use is to take place.|e35a1fe360e74261b7d1d008763566c9|||
high-risk ai systems|ai systems referred to in annex iii|Both high-risk AI systems and AI systems referred to in Annex III are classified based on specific conditions as per the given context.|199f59a0cf254b3a81b08573e6801881|||
high-risk ai systems|ai system itself as a product|A high-risk AI system can be considered a safety component of a product or itself a product, as per the given context.|199f59a0cf254b3a81b08573e6801881|||
high-risk ai systems|product whose safety component is the ai system|A high-risk AI system can be used as a safety component of a product covered by the Union harmonisation legislation listed in Annex II, as per the given context.|199f59a0cf254b3a81b08573e6801881|||
union harmonisation legislation listed in annex ii|product required to undergo a third-party conformity assessment with a view to placing on the market or putting into service of that product|The Union harmonisation legislation listed in Annex II requires products covered by it to undergo a third-party conformity assessment with a view to their placement on the market or putting into service, as per the given context.|199f59a0cf254b3a81b08573e6801881|||
high-risk ai systems referred to in paragraph 1|ai systems referred to in annex iii|The high-risk AI systems mentioned in paragraph 1 are also considered as high-risk AI systems as per the conditions defined in Article 7.|695fc65809904a14b8f041547911d7c9|||
commission|ai system|The Commission is empowered to add new high-risk AI systems to Annex III through delegated acts, provided they meet the specified conditions as mentioned in Article 7.|695fc65809904a14b8f041547911d7c9|||
areas listed in points 1 to 8 of annex iii|high-risk ai systems|High-risk AI systems are intended for use in any of the areas listed in Annex III.|695fc65809904a14b8f041547911d7c9|||
health and safety|adverse impact on fundamental rights|High-risk AI systems pose a risk of harm to health and safety or an adverse impact on fundamental rights, equivalent to or greater than the risk posed by the high-risk AI systems already referred to in Annex III.|695fc65809904a14b8f041547911d7c9|AI system||
commission|ai system|When assessing whether a new AI system meets the conditions for inclusion in Annex III, the Commission will consider factors such as intended purpose, use history, and potential harm to health and safety or fundamental rights.|695fc65809904a14b8f041547911d7c9|||
harm to health and safety|risk of adverse impact on fundamental rights|When assessing whether a new AI system meets the conditions for inclusion in Annex III, the Commission will consider whether the potential harm to health and safety or adverse impact on fundamental rights is equivalent to or greater than that posed by the high-risk AI systems already referred to in Annex III.|695fc65809904a14b8f041547911d7c9|||
harm|significant concerns|The use of an AI system has already caused harm or given rise to significant concerns in relation to materialisation of such harm or adverse impact, as demonstrated by reports or documented allegations submitted to national competent authorities.|ef3359621cd349d69e7ee43e0dcde022|||
harm|potential extent of such harm|The potential extent of such harm in terms of its intensity and its ability to affect a plurality of persons.|ef3359621cd349d69e7ee43e0dcde022|||
adverse impact|significant concerns|The use of an AI system has already caused harm or given rise to significant concerns in relation to materialisation of such harm or adverse impact, as demonstrated by reports or documented allegations submitted to national competent authorities.|ef3359621cd349d69e7ee43e0dcde022|||
adverse impact|potential extent of such adverse impact|The potential extent of such adverse impact, in particular in terms of its intensity and its ability to affect a plurality of persons.|ef3359621cd349d69e7ee43e0dcde022|||
persons|potentially harmed or adversely impacted persons|Potentially harmed or adversely impacted persons because for practical or legal reasons it is not reasonably possible to opt-out from that outcome.|ef3359621cd349d69e7ee43e0dcde022|||
persons|vulnerable position in relation to the user of an ai system|Potentially harmed or adversely impacted persons who are dependent on the outcome produced with an AI system, in particular because for practical or legal reasons it is not reasonably possible to opt-out from that outcome.|ef3359621cd349d69e7ee43e0dcde022|||
persons|vulnerable position in relation to the user of an ai system|Potentially harmed or adversely impacted persons who are in a vulnerable position in relation to the user of an AI system, in particular due to an imbalance of power, knowledge, economic or social circumstances, or age.|ef3359621cd349d69e7ee43e0dcde022|||
outcome|easily reversible|Outcomes having an impact on the health or safety of persons shall not be considered as easily reversible.|ef3359621cd349d69e7ee43e0dcde022|||
existing union legislation|effective measures of redress|Existing Union legislation provides for: effective measures of redress in relation to the risks posed by an AI system, with the exclusion of claims for damages.|ef3359621cd349d69e7ee43e0dcde022|||
existing union legislation|effective measures to prevent or substantially minimise those risks|Existing Union legislation provides for: effective measures to prevent or substantially minimise those risks.|ef3359621cd349d69e7ee43e0dcde022|||
high-risk ai systems|risk management system|compliance with requirements established in this Chapter is ensured through the establishment, implementation, documentation, and maintenance of a risk management system for high-risk AI systems. This iterative process requires regular systematic updating and consists of identifying and analyzing known and foreseeable risks, estimating and evaluating emerging risks when using the system as intended or under misuse conditions, and evaluating other possible arising risks based on post-market monitoring system data.|2e7c9cdf4aa44a048b85436c68c16ccf|||
high-risk ai systems|identification and analysis of known and foreseeable risks|is a step in the risk management system process for high-risk AI systems, which involves identifying and analyzing the known and foreseeable risks associated with each high-risk AI system.|2e7c9cdf4aa44a048b85436c68c16ccf|||
high-risk ai systems|estimation and evaluation of emerging risks|is a step in the risk management system process for high-risk AI systems, which involves estimating and evaluating the risks that may emerge when using the high-risk AI system as intended or under misuse conditions.|2e7c9cdf4aa44a048b85436c68c16ccf|||
high-risk ai systems|evaluation of other possibly arising risks|is a step in the risk management system process for high-risk AI systems, which involves evaluating other possible arising risks based on the analysis of data gathered from the post-market monitoring system referred to in Article 61.|2e7c9cdf4aa44a048b85436c68c16ccf|||
high-risk ai systems|post-market monitoring system|is a reference made in one of the steps of the risk management system process for high-risk AI systems, which involves analyzing data gathered from this post-market monitoring system to evaluate other possible arising risks.|2e7c9cdf4aa44a048b85436c68c16ccf|||
post-market monitoring system|high-risk ai systems|From the post-market monitoring system referred to in Article 61, suitable risk management measures shall be adopted for high-risk AI systems in accordance with the provisions of this Chapter 2.|8cd0cf71d06c4a1bac3047a4016b8f4b|||
adoption of suitable risk management measures|effects and possible interactions resulting from the combined application of the requirements set out in this chapter 2|The risk management measures referred to in paragraph 2, point (d) shall give due consideration to the effects and possible interactions resulting from the combined application of the requirements set out in this Chapter 2.|8cd0cf71d06c4a1bac3047a4016b8f4b|||
suitable risk management measures|generally acknowledged state of the art, including as reflected in relevant harmonised standards or common specifications|The risk management measures referred to in paragraph 2, point (d) shall take into account the generally acknowledged state of the art, including as reflected in relevant harmonised standards or common specifications.|8cd0cf71d06c4a1bac3047a4016b8f4b|||
risk management measures|residual risk associated with each hazard as well as the overall residual risk of high-risk ai systems|The risk management measures referred to in paragraph 2, point (d) shall be such that any residual risk associated with each hazard as well as the overall residual risk of high-risk AI systems is judged acceptable, provided that the high-risk AI system is used in accordance with its intended purpose or under conditions of reasonably foreseeable misuse.|8cd0cf71d06c4a1bac3047a4016b8f4b|||
elimination or reduction of risks|adequate design and development|In identifying the most appropriate risk management measures, the following shall be ensured: (a) elimination or reduction of risks as far as possible through adequate design and development;|8cd0cf71d06c4a1bac3047a4016b8f4b|||
mitigation and control measures|risks that cannot be eliminated|In identifying the most appropriate risk management measures, the following shall be ensured: (b) where appropriate, implementation of adequate mitigation and control measures in relation to risks that cannot be eliminated;|8cd0cf71d06c4a1bac3047a4016b8f4b|||
adequate information|risks referred to in paragraph 2, point (b) of this article|In identifying the most appropriate risk management measures, the following shall be ensured: (c) provision of adequate information pursuant to Article 13, in particular as regards the risks referred to in paragraph 2, point (b) of this Article, and, where|8cd0cf71d06c4a1bac3047a4016b8f4b|||
children|high-risk ai system|When implementing the risk management system described in paragraphs 1 to 7, specific consideration shall be given to whether the high-risk AI system is likely to be accessed by or have an impact on children.|16e5e8419c8a4d888e1640769ecfdbe2|||
directive 2013/36/eu|high-risk ai system|For credit institutions regulated by Directive 2013/36/EU, the aspects described in paragraphs 1 to 8 shall be part of the risk management procedures established by those institutions pursuant to Article 74 of that Directive.|16e5e8419c8a4d888e1640769ecfdbe2|||
training|testing data sets|High-risk AI systems which make use of techniques involving the training of models with data shall be developed on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5.|16e5e8419c8a4d888e1640769ecfdbe2|||
validation|testing data sets|High-risk AI systems which make use of techniques involving the training of models with data shall be developed on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5.|16e5e8419c8a4d888e1640769ecfdbe2|||
data governance|training, validation, testing data sets|High-risk AI systems which make use of techniques involving the training of models with data shall be developed on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5. Data governance and management practices shall concern...|16e5e8419c8a4d888e1640769ecfdbe2|||
data collection|data governance|Data governance and management practices shall concern, (a)   the relevant design choices; (b)   data collection;|16e5e8419c8a4d888e1640769ecfdbe2|||
relevant data preparation processing operations|data governance|Data governance and management practices shall concern, (c)   relevant data preparation processing operations, such as annotation, labelling, cleaning, enrichment and aggregation;|16e5e8419c8a4d888e1640769ecfdbe2|||
formulation of relevant assumptions|data governance|Data governance and management practices shall concern, (d)   the formulation of relevant assumptions, notably with respect to the information that the data are supposed to measure and represent;|16e5e8419c8a4d888e1640769ecfdbe2|||
availability|data governance|Data governance and management practices shall concern, (e)   a prior assessment of the availability, quantity and suitability of the data sets that are needed;|16e5e8419c8a4d888e1640769ecfdbe2|||
possible biases|data governance|Data governance and management practices shall concern, (f)   examination in view of possible biases;|16e5e8419c8a4d888e1640769ecfdbe2|||
data gaps or shortcomings|data governance|Data governance and management practices shall concern, (g)   the identification of any possible data gaps or shortcomings, and how those gaps and shortcomings can be addressed.|16e5e8419c8a4d888e1640769ecfdbe2|||
data gaps or shortcomings|addressing data gaps and shortcomings|The identification of any possible data gaps or shortcomings is relevant in addressing them, as it helps to understand the issues that need to be addressed. The characteristics or elements particular to the specific geographical, behavioural or functional setting within which the high-risk AI system is intended to be used should also be taken into account.|2dbe7bbb6ae946fb887bdbdd243217c3|||
training data sets|validation data sets|Both training and validation data sets are necessary for ensuring the performance of a high-risk AI system. The characteristics or elements particular to the specific geographical, behavioural or functional setting within which the high-risk AI system is intended to be used should also be taken into account.|2dbe7bbb6ae946fb887bdbdd243217c3|||
testing data sets|training and validation data sets|Testing data sets are distinct from both training and validation data sets, as they are used to evaluate the performance of a high-risk AI system on new, unseen data. Both training and validation data sets should be relevant, representative, free of errors and complete, with appropriate statistical properties where applicable.|2dbe7bbb6ae946fb887bdbdd243217c3|||
special categories of personal data|bias monitoring, detection and correction|The processing of special categories of personal data for the purposes of ensuring bias monitoring, detection and correction is strictly necessary for high-risk AI systems. Appropriate safeguards for fundamental rights and freedoms should be applied, along with technical limitations on re-use and use, state-of-the-art security and privacy-preserving measures.|2dbe7bbb6ae946fb887bdbdd243217c3|||
high-risk ai systems|paragraph 2|high-risk AI systems are required to comply with the requirements set out in paragraph 2|6da81e1aa78642fa8eccbae802ca6815|||
technical documentation|before placement on market or put into service|technical documentation is required to be drawn up before placing high-risk AI systems on the market or putting them into service|6da81e1aa78642fa8eccbae802ca6815|||
high-risk ai systems|annex iv|high-risk AI systems are required to contain the elements set out in Annex IV|6da81e1aa78642fa8eccbae802ca6815|||
technical documentation|annex iv|technical documentation is required to contain the elements set out in Annex IV|6da81e1aa78642fa8eccbae802ca6815|||
high-risk ai systems|annex ii, section a|high-risk AI systems related to products subject to legal acts listed in Annex II, section A are required to have a single technical documentation containing all the information set out in Annex IV as well as information required under those legal acts|6da81e1aa78642fa8eccbae802ca6815|||
annex iv|legal acts|required under those legal acts|b6b1796c8c734a9ba5f3b11e5a7eca70|||
annex iv|technical documentation|ensures that, in the light of technical progress, provides all the necessary information to assess the compliance of the system with the requirements set out in this Chapter.|b6b1796c8c734a9ba5f3b11e5a7eca70|||
annex iv|technical progress|ensures that, in the light of technical progress,|b6b1796c8c734a9ba5f3b11e5a7eca70|||
commission|delegated acts|empowered to adopt delegated acts in accordance with Article 73|b6b1796c8c734a9ba5f3b11e5a7eca70|||
commission|annex iv|amend where necessary|b6b1796c8c734a9ba5f3b11e5a7eca70|||
high-risk ai systems|logging capabilities|designed and developed with capabilities enabling the automatic recording of events (`logs') while the high-risk AI systems is operating.|b6b1796c8c734a9ba5f3b11e5a7eca70|||
high-risk ai systems|logging standards or common specifications|shall conform to recognised standards or common specifications.|b6b1796c8c734a9ba5f3b11e5a7eca70|||
logging capabilities|traceability of the ai system's functioning throughout its lifecycle|shall enable the monitoring of the operation of the high-risk AI system with respect to the occurrence of situations that may result in the AI system presenting a risk within the meaning of Article 65(1) or lead to a substantial modification,|b6b1796c8c734a9ba5f3b11e5a7eca70|||
logging capabilities|post-market monitoring referred to in article 61|shall facilitate the post-market monitoring referred to in Article 61.|b6b1796c8c734a9ba5f3b11e5a7eca70|||
high-risk ai systems referred to in paragraph 1, point (a) of annex iii|logging capabilities|shall provide, at a minimum:|b6b1796c8c734a9ba5f3b11e5a7eca70|||
high-risk ai systems referred to in paragraph 1, point (a) of annex iii|start date and time and end date and time of each use||b6b1796c8c734a9ba5f3b11e5a7eca70|||
high-risk ai systems|transparency in operation|Ensured by designing and developing high-risk AI systems to enable users to interpret system's output and use it appropriately, as required by Article 13(1) of the regulation.|931242dd0f144dd98f1e8074cd6af93f|||
high-risk ai systems|instructions for use|Accompanied by concise, complete, correct and clear information about the system's characteristics, capabilities, and limitations of performance, as required by Article 13(2) of the regulation.|931242dd0f144dd98f1e8074cd6af93f|||
high-risk ai systems|provider's identity and contact details|Specified in the instructions for use, as required by Article 13(2) of the regulation.|931242dd0f144dd98f1e8074cd6af93f|||
high-risk ai systems|authorized representative's identity and contact details|Specified in the instructions for use, where applicable, as required by Article 13(2) of the regulation.|931242dd0f144dd98f1e8074cd6af93f|||
high-risk ai systems|references databases against which input data has been checked by the system|One of the factors that could be relevant and specified in the instructions for use, as required by Article 13(2) of the regulation.|931242dd0f144dd98f1e8074cd6af93f|||
high-risk ai systems|natural persons involved in verification of results|Specified in the instructions for use, as required by Article 13(2) and Article 14(5) of the regulation.|931242dd0f144dd98f1e8074cd6af93f|||
authorised representative|high-risk ai system|The authorised representative is responsible for ensuring the conformity and safety of the high-risk AI system.|6addbb69034c42f5bdb3137d03c3c318|||
intended purpose|high-risk ai system|The intended purpose of the high-risk AI system refers to its specific function or application.|6addbb69034c42f5bdb3137d03c3c318|||
level of accuracy, robustness and cybersecurity|high-risk ai system|This refers to the reliability, consistency, and security measures that have been tested and validated for the high-risk AI system against specific conditions.|6addbb69034c42f5bdb3137d03c3c318|||
known or foreseeable circumstances|high-risk ai system|These are situations that could potentially impact the expected level of accuracy, robustness and cybersecurity of the high-risk AI system.|6addbb69034c42f5bdb3137d03c3c318|||
specifications for input data|high-risk ai system|This refers to the specific requirements that need to be met by the data used as inputs into the high-risk AI system, in line with its intended purpose.|6addbb69034c42f5bdb3137d03c3c318|||
persons or groups of persons|high-risk ai system|These are the individuals or groups for whom the high-risk AI system is designed to be used.|6addbb69034c42f5bdb3137d03c3c318|||
pre-determined changes|high-risk ai system|This refers to specific modifications that have been planned for the high-risk AI system and its performance at the time of initial conformity assessment.|6addbb69034c42f5bdb3137d03c3c318|||
human oversight measures|high-risk ai system|These are actions taken by human operators to ensure safe and responsible use of the high-risk AI system, including technical measures to aid interpretation of its outputs.|6addbb69034c42f5bdb3137d03c3c318|||
high-risk ai system|individuals to whom human oversight is assigned|enable the individuals to fully understand the capacities and limitations of the high-risk AI system and be able to duly monitor its operation, so that signs of anomalies, dysfunctions and unexpected performance can be detected and addressed as soon as possible|9f88902f59b2414c942813e8300f0f5a|||
high-risk ai system|automation bias|remain aware of the possible tendency of automatically relying or over-relying on the output produced by a high-risk AI system|9f88902f59b2414c942813e8300f0f5a|||
high-risk ai system|interpretation tools and methods available|be able to correctly interpret the high-risk AI system's output, taking into account in particular the characteristics of the system|9f88902f59b2414c942813e8300f0f5a|||
high-risk ai system|output of the high-risk ai system|decide, in any particular situation, not to use the high-risk AI system or otherwise disregard, override or reverse the output of the high-risk AI system|9f88902f59b2414c942813e8300f0f5a|||
high-risk ai system|stop button or a similar procedure|be able to intervene on the operation of the high-risk AI system or interrupt the system through a 'stop' button or a similar procedure|9f88902f59b2414c942813e8300f0f5a|||
accuracy|cybersecurity|High-risk AI systems shall be designed and developed in such a way that they achieve an appropriate level of accuracy and cybersecurity throughout their lifecycle, in the light of their intended purpose.|5ce9d4f05487422f897612da847a8d65|||
accuracy|robustness|High-risk AI systems shall be designed and developed to achieve an appropriate level of accuracy and perform consistently in terms of robustness throughout their lifecycle.|5ce9d4f05487422f897612da847a8d65|||
accuracy|reliability|The levels of accuracy and the relevant accuracy metrics of high-risk AI systems shall be declared in the accompanying instructions of use.|5ce9d4f05487422f897612da847a8d65|||
cybersecurity|confidentiality|High-risk AI systems shall be designed and developed to ensure that no action or decision is taken by the user on the basis of the identification resulting from the system unless this has been verified and confirmed by at least two natural persons.|5ce9d4f05487422f897612da847a8d65|||
cybersecurity|integrity|High-risk AI systems shall be designed and developed to ensure that possibly biased outputs due to outputs used as an input for future operations (`feedback loops') are duly considered.|5ce9d4f05487422f897612da847a8d65|||
cybersecurity|availability|High-risk AI systems shall be resilient as regards errors, faults or inconsistencies that may occur within the system or the environment in which the system operates, in particular due to their interaction with natural persons or other systems.|5ce9d4f05487422f897612da847a8d65|||
cybersecurity|resilience|The robustness of high-risk AI systems may be achieved through technical redundancy solutions, which may include backup or fail-safe plans.|5ce9d4f05487422f897612da847a8d65|||
procedure|conformity assessment procedures|providers of high-risk ai systems shall put a quality management system in place that ensures compliance with this regulation. This system shall include a strategy for regulatory compliance, which encompasses compliance with conformity assessment procedures.|889e3c79974b41b4908adfaa8f16bda5|||
conformity assessment procedures|regulatory compliance|this strategy for regulatory compliance is an essential aspect of the quality management system that providers of high-risk ai systems shall implement as part of their commitment to fulfilling this regulation's requirements.|889e3c79974b41b4908adfaa8f16bda5|||
high-risk ai system|modifications|the quality management system should also account for procedures for managing modifications to the high-risk ai system, as required by this regulation.|889e3c79974b41b4908adfaa8f16bda5|||
assessment procedures|procedures for the management of modifications to the high-risk ai system|Involve systematic actions and techniques used in both procedures to ensure compliance with requirements set out in Chapter 2 of this Title.|649b73d3811142f29ac405665131d238|||
techniques, procedures and systematic actions|design, design control and design verification of the high-risk ai system|Are used for the development, quality control and quality assurance of the high-risk AI system.|649b73d3811142f29ac405665131d238|||
examination, test and validation procedures|before, during and after the development of the high-risk ai system|Are carried out frequently to ensure compliance with requirements set out in Chapter 2 of this Title.|649b73d3811142f29ac405665131d238|||
technical specifications|including standards|Are applied and, where relevant harmonised standards are not applied in full, means to ensure compliance with requirements set out in Chapter 2 of this Title are used.|649b73d3811142f29ac405665131d238|||
systems and procedures for data management|including data collection, analysis, labelling, storage, filtration, mining, aggregation, retention and any other operation regarding the data|Are performed before and for the purposes of placing on the market or putting into service of high-risk AI systems.|649b73d3811142f29ac405665131d238|||
risk management system|referred to in article 9|Is included in the ontology.|649b73d3811142f29ac405665131d238|||
post-market monitoring system|in accordance with article 61|Is included in the ontology.|649b73d3811142f29ac405665131d238|||
procedures related to the reporting of serious incidents and of malfunctioning||Are included in the ontology.|649b73d3811142f29ac405665131d238|||
system|article 61|In accordance with Article 61, the implementation of aspects referred to in paragraph 1 shall be proportionate to the size of the provider's organization.|3d29b29cb788401ebc499b50f7ae44f9|||
procedures related to the reporting of serious incidents and of malfunctioning|article 61|In accordance with Article 61, procedures related to the reporting of serious incidents and of malfunctioning are implemented.|3d29b29cb788401ebc499b50f7ae44f9|||
handling of communication with national competent authorities, competent authorities, including sectoral ones, providing or supporting the access to data, notified bodies, other operators, customers or other interested parties|article 62|In accordance with Article 62, handling of communication with national competent authorities, competent authorities, including sectoral ones, providing or supporting the access to data, notified bodies, other operators, customers or other interested parties is implemented.|3d29b29cb788401ebc499b50f7ae44f9|||
handling of communication with national competent authorities, competent authorities, including sectoral ones, providing or supporting the access to data, notified bodies, other operators, customers or other interested parties|article 62|Handling of communication with national competent authorities, competent authorities, including sectoral ones, providing or supporting the access to data, notified bodies, other operators, customers or other interested parties is also implemented in accordance with Article 61.|3d29b29cb788401ebc499b50f7ae44f9|||
